time (YYYY-MM-DD-HH); significant wave height (m); zero-up-crossing period (s)
2003-12-01-18; 1.4131; 3.8822
2003-12-01-19; 1.2225; 3.7762
2003-12-01-20; 0.8933; 3.6875
2003-12-01-21; 0.8600; 3.3661
2003-12-01-22; 0.8942; 3.3510
2003-12-01-23; 0.7720; 3.3513
2003-12-02-00; 0.7610; 3.1847
2003-12-02-01; 0.7895; 3.2284
2003-12-02-02; 0.7798; 3.1974
2003-12-02-03; 0.8115; 3.1731
2003-12-02-04; 0.6369; 3.0261
2003-12-02-05; 0.5464; 2.9951
2003-12-02-06; 0.4936; 2.9402
2003-12-02-07; 0.5564; 3.0800
2003-12-02-08; 0.5084; 2.9522
2003-12-02-09; 0.3756; 2.9349
2003-12-02-10; 0.3383; 3.4425
2003-12-02-11; 0.4209; 3.0561
2003-12-02-12; 0.5116; 3.0580
2003-12-02-13; 0.4639; 3.0887
2003-12-02-14; 0.6386; 3.3045
2003-12-02-15; 0.5634; 3.3392
2003-12-02-16; 0.4729; 3.0034
2003-12-02-17; 0.5552; 3.0939
2003-12-02-18; 0.4570; 3.1399
2003-12-02-19; 0.5996; 3.0175
2003-12-02-20; 0.6452; 3.1251
2003-12-02-21; 0.7453; 3.1278
2003-12-02-22; 0.9047; 3.2035
2003-12-02-23; 0.9962; 3.2109
2003-12-03-00; 1.0244; 3.3390
2003-12-03-01; 0.8050; 3.1228
2003-12-03-02; 0.5813; 2.9307
2003-12-03-03; 0.5989; 2.9111
2003-12-03-04; 0.6552; 2.9072
2003-12-03-05; 0.5174; 2.8558
2003-12-03-06; 0.4888; 2.8370
2003-12-03-07; 0.4404; 2.7852
2003-12-03-08; 0.5033; 2.7790
2003-12-03-09; 0.5785; 2.9615
2003-12-03-10; 0.6290; 2.9504
2003-12-03-11; 0.5516; 2.9269
2003-12-03-12; 0.5353; 2.8719
2003-12-03-13; 0.4725; 2.7505
2003-12-03-14; 0.5986; 2.8481
2003-12-03-15; 0.5641; 2.8043
2003-12-03-16; 0.4916; 2.7319
2003-12-03-17; 0.6472; 2.8040
2003-12-03-18; 0.6469; 2.8347
2003-12-03-19; 0.6619; 2.9650
2003-12-03-20; 0.5472; 2.8421
2003-12-03-21; 0.6512; 2.9814
2003-12-03-22; 0.6500; 2.9744
2003-12-03-23; 0.5898; 2.9172
2003-12-04-00; 0.5475; 2.8991
2003-12-04-01; 0.4108; 2.8161
2003-12-04-02; 0.5178; 2.9204
2003-12-04-03; 0.3421; 2.7440
2003-12-04-04; 0.3392; 2.5394
2003-12-04-05; 0.3253; 2.5796
2003-12-04-06; 0.2831; 2.7004
2003-12-04-07; 0.2564; 2.7790
2003-12-04-08; 0.3897; 2.7556
2003-12-04-09; 0.4132; 2.8126
2003-12-04-10; 0.4490; 2.9309
2003-12-04-11; 0.4069; 3.1107
2003-12-04-12; 0.4147; 3.1463
2003-12-04-13; 0.3697; 3.2369
2003-12-04-14; 0.3473; 3.0481
2003-12-04-15; 0.3631; 3.1946
2003-12-04-16; 0.3356; 3.6916
2003-12-04-17; 0.3153; 3.8359
2003-12-04-18; 0.2774; 3.6010
2003-12-04-19; 0.2369; 3.2881
2003-12-04-20; 0.2402; 3.0045
2003-12-04-21; 0.2500; 2.8073
2003-12-04-22; 0.2686; 2.6599
2003-12-04-23; 0.3023; 2.6746
2003-12-05-00; 0.3234; 2.6681
2003-12-05-01; 0.3841; 2.8033
2003-12-05-02; 0.4490; 2.8504
2003-12-05-03; 0.5357; 3.0607
2003-12-05-04; 0.5112; 2.9418
2003-12-05-05; 0.4280; 2.9422
2003-12-05-06; 0.3234; 2.8698
2003-12-05-07; 0.2738; 2.8587
2003-12-05-08; 0.2716; 2.7617
2003-12-05-09; 0.2360; 2.7583
2003-12-05-10; 0.2427; 2.8153
2003-12-05-11; 0.2524; 2.9641
2003-12-05-12; 0.2591; 3.1351
2003-12-05-13; 0.3095; 3.1819
2003-12-05-14; 0.3427; 3.1036
2003-12-05-15; 0.3525; 3.0663
2003-12-05-16; 0.3656; 3.1323
2003-12-05-17; 0.3838; 3.1833
2003-12-05-18; 0.3508; 3.1588
2003-12-05-19; 0.3175; 3.3760
2003-12-05-20; 0.3140; 3.5904
2003-12-05-21; 0.2969; 3.4981
2003-12-05-22; 0.2976; 3.2686
2003-12-05-23; 0.3253; 3.2358
2003-12-06-00; 0.4920; 3.0245
2003-12-06-01; 0.7165; 3.2016
2003-12-06-02; 0.8529; 3.5046
2003-12-06-03; 1.1316; 3.7626
2003-12-06-04; 1.2414; 3.9306
2003-12-06-05; 1.3902; 4.2254
2003-12-06-06; 1.6627; 4.4547
2003-12-06-07; 1.8279; 4.4706
2003-12-06-08; 1.7715; 4.6356
2003-12-06-09; 2.1694; 5.0325
2003-12-06-10; 2.1934; 5.1227
2003-12-06-11; 2.1402; 4.9952
2003-12-06-12; 2.3169; 5.1185
2003-12-06-13; 2.6174; 5.3122
2003-12-06-14; 2.9827; 5.8282
2003-12-06-15; 3.3033; 6.0543
2003-12-06-16; 3.4887; 6.2962
2003-12-06-17; 3.4888; 6.3679
2003-12-06-18; 3.7336; 6.4108
2003-12-06-19; 4.1399; 6.8231
2003-12-06-20; 5.1242; 7.7326
2003-12-06-21; 5.2600; 7.7463
2003-12-06-22; 4.9524; 7.6368
2003-12-06-23; 5.2323; 8.0829
2003-12-07-00; 5.5429; 7.8683
2003-12-07-01; 6.4554; 8.5321
2003-12-07-02; 6.1837; 8.2956
2003-12-07-03; 5.7769; 8.3006
2003-12-07-04; 6.8621; 9.0448
2003-12-07-05; 7.0994; 9.0347
2003-12-07-06; 7.0769; 9.0309
2003-12-16-19; 0.5497; 5.2999
2003-12-16-20; 0.5344; 5.3145
2003-12-16-21; 0.5847; 5.3982
2003-12-16-22; 0.4912; 5.2282
2003-12-16-23; 0.5310; 5.5358
2003-12-17-00; 0.5075; 5.7167
2003-12-17-01; 0.5003; 5.5844
2003-12-17-02; 0.5297; 5.9360
2003-12-17-03; 0.5222; 5.8076
2003-12-17-04; 0.4514; 6.0411
2003-12-17-05; 0.4752; 5.7718
2003-12-17-06; 0.4908; 5.4960
2003-12-17-07; 0.4674; 4.7038
2003-12-17-08; 0.5435; 3.8640
2003-12-17-09; 0.6039; 3.8840
2003-12-17-10; 0.5525; 4.0375
2003-12-17-11; 0.5486; 4.0665
2003-12-17-12; 0.5516; 3.6157
2003-12-17-13; 0.7681; 3.8165
2003-12-17-14; 1.0454; 4.0120
2003-12-17-15; 1.2685; 4.0272
2003-12-17-16; 1.5018; 4.3695
2003-12-17-17; 1.5373; 4.4150
2003-12-17-18; 1.3753; 4.4248
2003-12-17-19; 1.5784; 4.5685
2003-12-17-20; 2.1336; 4.7708
2003-12-17-21; 2.3063; 5.0096
2003-12-17-22; 2.7477; 5.4355
2003-12-17-23; 2.9358; 5.5417
2003-12-18-00; 3.1712; 5.8181
2003-12-18-01; 3.5569; 5.9847
2003-12-18-02; 3.2390; 6.0633
2003-12-18-03; 3.9831; 6.4949
2003-12-18-04; 4.5738; 6.8224
2003-12-18-05; 5.1685; 7.3465
2003-12-18-06; 5.0360; 7.1480
2003-12-18-07; 4.1953; 6.8996
2003-12-18-08; 3.6353; 6.6179
2003-12-18-09; 3.1042; 6.3023
2003-12-18-10; 2.9410; 5.9218
2003-12-18-11; 2.8725; 5.8265
2003-12-18-12; 2.8537; 5.7000
2003-12-18-13; 2.8277; 5.6745
2003-12-18-16; 2.6193; 5.6087
2003-12-18-17; 2.7743; 5.9434
2003-12-18-18; 2.5973; 5.8018
2003-12-18-19; 2.6510; 6.2924
2003-12-18-20; 2.6560; 6.3761
2003-12-18-21; 2.6491; 6.3010
2003-12-18-22; 2.4984; 6.1143
2003-12-18-23; 2.4701; 6.0781
2003-12-19-01; 2.3396; 6.0971
2003-12-19-02; 2.1993; 5.8790
2003-12-19-03; 1.9566; 5.4843
2003-12-19-04; 2.2952; 6.1167
2003-12-19-05; 1.9807; 5.5561
2003-12-19-06; 1.7117; 5.4764
2003-12-19-07; 1.7061; 5.5357
2003-12-19-08; 1.5716; 5.1954
2003-12-19-09; 1.5713; 5.1804
2003-12-19-10; 1.3551; 5.0490
2003-12-19-11; 1.3888; 5.2151
2003-12-19-12; 1.2247; 4.4160
2003-12-19-13; 1.2337; 4.6425
2003-12-19-14; 1.1773; 5.3245
2003-12-19-15; 1.0410; 5.6333
2003-12-19-16; 1.2321; 6.5226
2003-12-19-17; 1.1079; 6.3947
2003-12-19-18; 1.1139; 6.6498
2003-12-19-19; 0.9982; 6.4425
2003-12-19-20; 0.9325; 6.5618
2003-12-19-21; 0.8064; 6.7211
2003-12-19-22; 0.7777; 6.6916
2003-12-19-23; 0.7113; 6.7833
2003-12-20-00; 0.6578; 6.7682
2003-12-20-01; 0.5775; 6.5819
2003-12-20-02; 0.5652; 7.3289
2003-12-20-03; 0.5728; 7.8460
2003-12-20-04; 0.7424; 5.1209
2003-12-20-05; 0.8181; 4.4955
2003-12-20-06; 0.8941; 5.0509
2003-12-20-07; 0.9773; 4.5543
2003-12-20-08; 1.0036; 4.7020
2003-12-20-09; 1.0082; 4.5028
2003-12-20-10; 0.8869; 4.7252
2003-12-20-11; 0.8306; 5.1874
2003-12-20-12; 0.7920; 5.3782
2003-12-20-13; 0.7770; 5.4589
2003-12-20-14; 0.7724; 5.4036
2003-12-20-15; 0.7898; 5.6376
2003-12-20-16; 0.7865; 6.4640
2003-12-20-18; 0.7430; 6.8925
2003-12-20-19; 0.7921; 7.3271
2003-12-20-20; 0.8233; 6.7409
2003-12-20-21; 0.7111; 6.5640
2003-12-20-22; 0.6938; 6.5182
2003-12-20-23; 0.6909; 6.6225
2003-12-21-00; 0.6433; 6.3191
2003-12-21-01; 0.6166; 5.5057
2003-12-21-02; 0.6570; 4.0844
2003-12-21-03; 0.7893; 4.6890
2003-12-21-04; 0.8706; 5.7917
2003-12-21-05; 0.7869; 5.6390
2003-12-21-06; 0.8396; 6.5634
2003-12-21-07; 0.7814; 6.2536
2003-12-21-08; 0.7333; 6.5101
2003-12-21-09; 0.7352; 6.1300
2003-12-21-10; 0.7669; 6.1129
2003-12-21-11; 0.6566; 5.8638
2003-12-21-12; 0.7146; 5.2252
2003-12-21-13; 0.7220; 6.0965
2003-12-21-14; 0.7017; 6.2092
2003-12-21-15; 0.7106; 5.1219
2003-12-21-16; 0.8887; 5.4150
2003-12-21-17; 1.0510; 5.2915
2003-12-21-18; 1.1355; 4.6004
2003-12-21-19; 1.2122; 4.4116
2003-12-21-20; 1.3110; 4.2627
2003-12-21-21; 1.2278; 4.2035
2003-12-21-22; 1.2521; 4.3002
2003-12-21-23; 1.1902; 4.0335
2003-12-22-00; 1.3575; 4.1864
2003-12-22-01; 1.3703; 4.2036
2003-12-22-02; 1.3887; 4.3184
2003-12-22-03; 1.3567; 4.4074
2003-12-22-04; 1.2842; 4.3836
2003-12-22-05; 1.3026; 4.4865
2003-12-22-06; 1.4085; 4.5535
2003-12-22-07; 1.4426; 4.6974
2003-12-22-08; 1.2755; 4.6089
2003-12-22-09; 1.2403; 4.6036
2003-12-22-10; 1.1431; 4.5490
2003-12-22-11; 1.0708; 4.0744
2003-12-22-12; 1.0246; 4.2220
2003-12-22-13; 0.9378; 4.2784
2003-12-22-14; 1.0161; 4.4552
2003-12-22-15; 1.0205; 4.4202
2003-12-22-16; 1.0262; 4.5554
2003-12-22-17; 1.0684; 4.7946
2003-12-22-18; 0.9819; 4.6284
2003-12-22-19; 0.8976; 4.6475
2003-12-22-20; 0.7800; 4.7128
2003-12-22-21; 0.7615; 4.6123
2003-12-22-22; 0.7515; 4.7245
2003-12-22-23; 0.7308; 4.6523
2003-12-23-00; 0.6833; 4.6296
2003-12-23-01; 0.6339; 4.7362
2003-12-23-02; 0.7617; 4.9082
2003-12-23-03; 0.6419; 4.8656
2003-12-23-04; 0.6578; 4.8737
2003-12-23-05; 0.6647; 5.0309
2003-12-23-06; 0.6801; 5.1845
2003-12-23-07; 0.6857; 5.2231
2003-12-23-08; 0.6814; 5.1931
2003-12-23-09; 0.6948; 5.0291
2003-12-23-10; 0.6540; 4.8119
2003-12-23-11; 0.7186; 5.2218
2003-12-23-12; 0.7579; 4.9331
2003-12-23-13; 0.7386; 5.0477
2003-12-23-14; 0.7040; 4.9246
2003-12-23-15; 0.7149; 4.8963
2003-12-23-16; 0.7464; 5.0045
2003-12-23-17; 0.7363; 5.0795
2003-12-23-18; 0.6970; 5.0413
2003-12-23-19; 0.6782; 5.2503
2003-12-23-20; 0.6530; 5.1160
2003-12-23-21; 0.7144; 5.2661
2003-12-23-22; 0.6993; 5.2472
2003-12-23-23; 0.7078; 5.3863
2003-12-24-00; 0.7851; 5.2273
2003-12-24-01; 0.6679; 5.0529
2003-12-24-02; 0.7330; 4.5296
2003-12-24-03; 0.7537; 4.4300
2003-12-24-04; 0.9676; 3.9920
2003-12-24-05; 1.0086; 4.0160
2003-12-24-06; 1.0157; 4.1211
2003-12-24-07; 0.9686; 4.3867
2003-12-24-08; 0.9942; 4.9404
2003-12-24-09; 0.9821; 4.8967
2003-12-24-10; 1.1365; 5.1624
2003-12-24-11; 1.0426; 5.2671
2003-12-24-12; 1.0010; 4.9607
2003-12-24-13; 1.0093; 5.1000
2003-12-24-14; 0.9206; 4.8973
2003-12-24-15; 0.8871; 4.8330
2003-12-24-16; 0.8432; 4.8437
2003-12-24-17; 0.8562; 4.6070
2003-12-24-18; 1.0020; 4.5331
2003-12-24-19; 1.2210; 4.4571
2003-12-24-20; 1.1080; 4.0392
2003-12-24-21; 1.4162; 4.2988
2003-12-24-22; 1.6272; 4.5155
2003-12-24-23; 1.9043; 4.5027
2003-12-25-00; 2.1717; 4.8318
2003-12-25-01; 2.1257; 4.7471
2003-12-25-02; 2.4646; 4.9931
2003-12-25-03; 2.2844; 5.0953
2003-12-25-04; 2.2534; 5.3032
2003-12-25-05; 1.9980; 5.2531
2003-12-25-06; 1.8444; 5.3435
2003-12-25-07; 1.5312; 5.2374
2003-12-25-08; 1.5703; 5.2544
2003-12-25-09; 1.5460; 5.1538
2003-12-25-10; 1.4822; 5.1570
2003-12-25-11; 1.4745; 5.2837
2003-12-25-12; 1.4818; 5.4059
2003-12-25-13; 1.3666; 5.1619
2003-12-25-14; 1.3290; 5.1322
2003-12-25-15; 1.4931; 5.5265
2003-12-25-16; 1.4425; 5.6275
2003-12-25-17; 1.4324; 5.7389
2003-12-25-18; 1.3819; 5.7607
2003-12-25-19; 1.3012; 6.0104
2003-12-25-20; 1.4573; 6.6929
2003-12-25-21; 1.5778; 7.1145
2003-12-25-22; 1.8214; 7.8306
2003-12-25-23; 1.8825; 7.6302
2003-12-26-00; 2.2883; 7.4830
2003-12-26-01; 2.2094; 6.6490
2003-12-26-02; 2.0840; 5.8670
2003-12-26-03; 2.0293; 5.7486
2003-12-26-04; 1.8427; 5.1748
2003-12-26-05; 1.8537; 5.2584
2003-12-26-06; 1.7910; 5.1086
2003-12-26-07; 1.7361; 5.2205
2003-12-26-08; 2.0048; 5.4772
2003-12-26-09; 2.0936; 5.6517
2003-12-26-10; 2.3411; 5.4805
2003-12-26-11; 2.2816; 5.7693
2003-12-26-12; 2.2814; 5.7174
2003-12-26-13; 2.2022; 5.7062
2003-12-26-14; 2.4132; 5.9721
2003-12-26-15; 2.0979; 5.5878
2003-12-26-16; 1.8655; 5.1118
2003-12-26-17; 1.9136; 5.1280
2003-12-26-18; 1.7001; 5.2221
2003-12-26-19; 1.5347; 4.8148
2003-12-26-20; 1.5520; 5.0299
2003-12-26-21; 1.4737; 5.3286
2003-12-26-22; 1.2940; 5.3353
2003-12-26-23; 1.3489; 5.5049
2003-12-27-00; 1.3862; 5.6662
2003-12-27-01; 1.2619; 5.5435
2003-12-27-02; 1.2160; 5.2635
2003-12-27-03; 1.0531; 5.5374
2003-12-27-04; 0.8391; 5.4310
2003-12-27-05; 0.8185; 5.8169
2003-12-27-06; 0.7189; 5.5809
2003-12-27-07; 0.6267; 5.4077
2003-12-27-08; 0.5289; 5.5159
2003-12-27-09; 0.5037; 4.6491
2003-12-27-10; 0.5017; 5.6994
2003-12-27-11; 0.5244; 5.6289
2003-12-27-12; 0.4366; 4.9763
2003-12-27-13; 0.3936; 4.4554
2003-12-27-14; 0.4609; 5.5833
2003-12-27-15; 0.5792; 3.6966
2003-12-27-16; 0.5764; 3.3240
2003-12-27-17; 0.5463; 3.2691
2003-12-27-18; 0.6028; 3.0392
2003-12-27-19; 0.5847; 3.1341
2003-12-27-20; 0.5687; 2.9358
2003-12-27-21; 0.5302; 2.9353
2003-12-27-22; 0.5015; 2.8858
2003-12-27-23; 0.4268; 2.9746
2003-12-28-00; 0.4252; 3.0384
2003-12-28-01; 0.4359; 3.2258
2003-12-28-02; 0.5057; 3.5750
2003-12-28-03; 0.4782; 3.2997
2003-12-28-04; 0.4877; 3.7939
2003-12-28-05; 0.5232; 4.3146
2003-12-28-06; 0.4620; 4.6071
2003-12-28-07; 0.4844; 4.8250
2003-12-28-08; 0.5528; 5.3802
2003-12-28-09; 0.5857; 5.3636
2003-12-28-10; 0.5823; 5.4249
2003-12-28-11; 0.6016; 5.7655
2003-12-28-12; 0.6175; 6.1538
2003-12-28-13; 0.6174; 5.9737
2003-12-28-14; 0.6424; 5.9482
2003-12-28-15; 0.5859; 5.8574
2003-12-28-16; 0.5966; 5.7162
2003-12-28-17; 0.4910; 5.8945
2003-12-28-18; 0.4714; 5.5963
2003-12-28-19; 0.4898; 5.2928
2003-12-28-20; 0.4853; 5.4289
2003-12-28-21; 0.4548; 4.8999
2003-12-28-22; 0.4151; 4.9120
2003-12-28-23; 0.4434; 4.9498
2003-12-29-00; 0.4706; 6.2971
2003-12-29-01; 0.4312; 5.9148
2003-12-29-02; 0.3748; 6.3108
2003-12-29-03; 0.3598; 5.4538
2003-12-29-04; 0.3659; 5.3111
2003-12-29-05; 0.3539; 5.2721
2003-12-29-06; 0.2887; 4.2906
2003-12-29-07; 0.3418; 3.6419
2003-12-29-08; 0.4481; 3.0935
2003-12-29-09; 0.4659; 3.5121
2003-12-29-10; 0.4900; 3.4713
2003-12-29-11; 0.5190; 3.5188
2003-12-29-12; 0.5494; 3.7186
2003-12-29-13; 0.6237; 3.9424
2003-12-29-14; 0.6248; 4.0169
2003-12-29-15; 0.6561; 4.0667
2003-12-29-16; 0.6695; 3.9957
2003-12-29-17; 0.6730; 3.9421
2003-12-29-18; 0.6453; 4.0977
2003-12-29-19; 0.6813; 3.9645
2003-12-29-20; 0.7302; 3.8185
2003-12-29-21; 0.7040; 3.9196
2003-12-29-22; 0.6601; 3.6386
2003-12-29-23; 0.6161; 3.7935
2003-12-30-00; 0.5426; 3.7833
2003-12-30-01; 0.5205; 4.2130
2003-12-30-02; 0.5172; 3.8499
2003-12-30-03; 0.5424; 3.8958
2003-12-30-04; 0.5636; 3.8463
2003-12-30-05; 0.5468; 3.8562
2003-12-30-06; 0.5282; 3.7888
2003-12-30-07; 0.4639; 3.3589
2003-12-30-08; 0.5598; 3.4627
2003-12-30-09; 0.6258; 3.5405
2003-12-30-10; 0.6926; 3.6900
2003-12-30-11; 0.8456; 3.7203
2003-12-30-12; 1.0742; 4.0226
2003-12-30-13; 1.1380; 4.0815
2003-12-30-14; 1.1977; 4.1202
2003-12-30-15; 1.2117; 3.9928
2003-12-30-16; 1.2060; 4.0473
2003-12-30-17; 1.3157; 4.2633
2003-12-30-18; 1.2151; 4.5334
2003-12-30-19; 1.1196; 4.3402
2003-12-30-20; 1.1975; 4.3019
2003-12-30-21; 1.2258; 3.8309
2003-12-30-22; 1.3633; 3.9929
2003-12-30-23; 1.3700; 4.1208
2003-12-31-00; 1.2374; 4.0072
2003-12-31-01; 1.0571; 3.9697
2003-12-31-02; 0.9855; 3.9451
2003-12-31-03; 0.9986; 3.8809
2003-12-31-04; 1.0920; 3.8111
2003-12-31-05; 1.0032; 3.7711
2003-12-31-06; 0.8286; 3.6078
2003-12-31-07; 0.7884; 3.4465
2003-12-31-08; 0.6546; 3.5529
2003-12-31-09; 0.5708; 3.5100
2003-12-31-10; 0.6049; 3.4460
2003-12-31-11; 0.5475; 3.5163
2003-12-31-12; 0.5486; 2.9799
2003-12-31-13; 0.5005; 3.0742
2003-12-31-14; 0.4019; 3.2738
2003-12-31-15; 0.4784; 3.2776
2003-12-31-16; 0.4587; 3.0496
2003-12-31-17; 0.5494; 3.1640
2003-12-31-18; 0.5559; 3.2857
2003-12-31-19; 0.5806; 3.0702
2003-12-31-20; 0.6049; 3.1741
2003-12-31-21; 0.5228; 3.1155
2003-12-31-22; 0.4270; 3.2279
2003-12-31-23; 0.3326; 3.4517
2004-01-01-00; 0.5124; 3.0148
2004-01-01-01; 0.7774; 3.4676
2004-01-01-02; 1.0848; 3.7320
2004-01-01-03; 1.3851; 4.0835
2004-01-01-04; 1.4255; 4.1054
2004-01-01-05; 1.4175; 4.1733
2004-01-01-06; 1.2698; 4.0675
2004-01-01-07; 1.3253; 4.2055
2004-01-01-08; 1.2590; 4.4370
2004-01-01-09; 0.9651; 4.2502
2004-01-01-10; 0.9409; 3.7707
2004-01-01-11; 0.7764; 4.0035
2004-01-01-12; 0.7070; 3.9224
2004-01-01-13; 0.6109; 3.9997
2004-01-01-14; 0.5778; 3.7005
2004-01-01-15; 0.5813; 3.1618
2004-01-01-16; 0.5263; 3.1161
2004-01-01-17; 0.4230; 3.1699
2004-01-01-18; 0.3825; 3.1801
2004-01-01-19; 0.3918; 3.0477
2004-01-01-20; 0.4613; 2.8113
2004-01-01-21; 0.4463; 2.9430
2004-01-01-22; 0.4908; 2.9339
2004-01-01-23; 0.3851; 3.1043
2004-01-02-00; 0.4151; 2.8820
2004-01-02-01; 0.3374; 3.2437
2004-01-02-02; 0.3053; 2.9971
2004-01-02-03; 0.2887; 2.7104
2004-01-02-04; 0.2618; 2.8015
2004-01-02-05; 0.3581; 2.7127
2004-01-02-06; 0.2626; 2.7903
2004-01-02-07; 0.2381; 4.0578
2004-01-02-08; 0.2411; 4.5801
2004-01-02-09; 0.2081; 4.8001
2004-01-02-10; 0.2042; 8.7255
2004-01-02-11; 0.1977; 8.1084
2004-01-02-12; 0.2274; 5.7430
2004-01-02-13; 0.2256; 7.6678
2004-01-02-14; 0.2436; 3.6756
2004-01-02-15; 0.2556; 3.3120
2004-01-02-16; 0.2866; 3.8992
2004-01-02-17; 0.3332; 3.3116
2004-01-02-18; 0.4763; 3.0112
2004-01-02-19; 0.4207; 3.5543
2004-01-02-20; 0.4221; 3.2852
2004-01-02-21; 0.4918; 3.4034
2004-01-02-22; 0.6261; 3.3439
2004-01-02-23; 0.5771; 3.2253
2004-01-03-00; 0.6347; 3.3309
2004-01-03-01; 0.6570; 3.2404
2004-01-03-02; 0.6555; 3.2988
2004-01-03-03; 0.7614; 3.4039
2004-01-03-04; 0.7054; 3.4774
2004-01-03-05; 0.7111; 3.6514
2004-01-03-06; 0.6625; 3.5171
2004-01-03-07; 0.6682; 3.5983
2004-01-03-08; 0.6422; 3.4110
2004-01-03-09; 0.6573; 3.6196
2004-01-03-10; 0.6733; 3.6526
2004-01-03-11; 0.6337; 3.5614
2004-01-03-12; 0.6044; 3.5411
2004-01-03-13; 0.6466; 3.5845
2004-01-03-14; 0.6120; 3.4070
2004-01-03-15; 0.6493; 3.3656
2004-01-03-16; 0.6804; 3.7462
2004-01-03-17; 0.7330; 4.1756
2004-01-03-18; 0.8461; 4.3002
2004-01-03-19; 0.9473; 4.5056
2004-01-03-20; 0.8670; 4.3906
2004-01-03-21; 0.8520; 4.4525
2004-01-03-22; 0.9005; 4.6500
2004-01-03-23; 0.9468; 4.8165
2004-01-04-00; 0.9413; 4.9046
2004-01-04-01; 0.9350; 5.1642
2004-01-04-02; 0.9802; 5.3674
2004-01-04-03; 0.9757; 5.4585
2004-01-04-04; 0.9858; 5.5525
2004-01-04-05; 0.8982; 5.4347
2004-01-04-06; 0.8946; 5.2457
2004-01-04-07; 0.8463; 5.1267
2004-01-04-08; 0.7759; 5.3232
2004-01-04-09; 0.7804; 5.3272
2004-01-04-10; 0.7528; 5.0910
2004-01-04-11; 0.7668; 5.2114
2004-01-04-12; 0.7203; 4.9649
2004-01-04-13; 0.6836; 5.0780
2004-01-04-14; 0.5898; 4.8110
2004-01-04-15; 0.5537; 4.6025
2004-01-04-16; 0.5582; 4.7828
2004-01-04-17; 0.5623; 4.4001
2004-01-04-18; 0.5519; 4.5926
2004-01-04-19; 0.5638; 4.9554
2004-01-04-20; 0.5820; 5.3377
2004-01-04-21; 0.5370; 5.5114
2004-01-04-22; 0.5255; 4.8436
2004-01-04-23; 0.5530; 3.6107
2004-01-05-00; 0.6290; 3.6860
2004-01-05-01; 0.6259; 3.6012
2004-01-05-02; 0.8442; 3.4368
2004-01-05-03; 0.7723; 3.5170
2004-01-05-04; 0.8067; 3.4344
2004-01-05-05; 0.7531; 3.4540
2004-01-05-06; 0.7327; 3.1848
2004-01-05-07; 0.5789; 3.1459
2004-01-05-08; 0.5188; 3.4008
2004-01-05-09; 0.4596; 4.2240
2004-01-05-10; 0.4061; 4.9941
2004-01-05-11; 0.4139; 5.0797
2004-01-05-12; 0.4359; 4.7212
2004-01-05-13; 0.4863; 4.2072
2004-01-05-14; 0.6496; 3.6473
2004-01-05-15; 0.7264; 3.6048
2004-01-05-16; 0.7783; 3.5797
2004-01-05-17; 0.7202; 3.8266
2004-01-05-18; 0.7425; 3.7951
2004-01-05-19; 0.8014; 3.8574
2004-01-05-20; 0.7792; 3.7436
2004-01-05-21; 0.8624; 3.8195
2004-01-05-22; 1.0000; 3.9590
2004-01-05-23; 1.0295; 4.0220
2004-01-06-00; 0.9565; 3.9640
2004-01-06-01; 0.9840; 4.0776
2004-01-06-02; 0.9718; 3.9951
2004-01-06-03; 0.9795; 4.0977
2004-01-06-04; 0.9427; 3.9672
2004-01-06-05; 0.9069; 3.9296
2004-01-06-06; 0.8894; 4.0028
2004-01-06-07; 0.8270; 3.9497
2004-01-06-08; 0.8493; 4.0994
2004-01-06-09; 0.8290; 4.3710
2004-01-06-10; 0.7265; 4.6572
2004-01-06-11; 0.7799; 5.1071
2004-01-06-12; 0.7862; 5.3158
2004-01-06-13; 0.7733; 5.5137
2004-01-06-15; 0.7130; 4.5301
2004-01-06-16; 0.7701; 3.8173
2004-01-06-17; 0.7588; 3.8520
2004-01-06-18; 0.7935; 3.7254
2004-01-06-19; 0.6889; 3.6219
2004-01-06-20; 0.8003; 3.6449
2004-01-06-21; 0.7539; 3.6200
2004-01-06-22; 0.7684; 3.7939
2004-01-06-23; 0.7572; 3.6412
2004-01-07-00; 0.8380; 3.6169
2004-01-07-01; 0.9476; 3.8218
2004-01-07-02; 0.9550; 3.6305
2004-01-07-03; 0.8906; 3.5494
2004-01-07-04; 0.8444; 3.4062
2004-01-07-05; 0.7567; 3.4635
2004-01-07-06; 0.6245; 3.2233
2004-01-07-07; 0.5287; 3.1745
2004-01-07-08; 0.6158; 3.6192
2004-01-07-09; 0.5873; 3.3939
2004-01-07-10; 0.6221; 3.2892
2004-01-07-11; 0.8033; 3.3529
2004-01-07-12; 0.9141; 3.5011
2004-01-07-13; 0.9754; 3.6192
2004-01-07-14; 1.0317; 3.5432
2004-01-07-15; 0.9591; 3.5628
2004-01-07-16; 1.0086; 3.5138
2004-01-07-17; 0.8334; 3.4683
2004-01-07-18; 0.8361; 3.4345
2004-01-07-19; 0.8349; 3.6013
2004-01-07-20; 0.8411; 3.4254
2004-01-07-21; 0.8538; 3.3610
2004-01-07-22; 0.8373; 3.4420
2004-01-07-23; 1.2183; 3.6223
2004-01-08-00; 1.3950; 3.8058
2004-01-08-01; 1.7041; 4.1570
2004-01-08-02; 1.4220; 3.9888
